SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500043,BATA INDIA  ,A ,Q,715.80,725.35,714.60,718.20,720.00,714.70,1656,34215,24645876.00,
500048,BEML LTD    ,A ,Q,1368.95,1382.70,1313.60,1324.35,1324.35,1346.50,1692,51155,69127878.00,
500049,BHARAT ELECT,A ,Q,160.00,162.50,158.85,160.70,160.70,157.70,1987,318394,51278836.00,
500052,BHANSALI ENG,B ,Q,184.55,186.60,179.30,180.20,180.20,183.15,1176,150386,27609069.00,
500055,BHUSH STEEL ,B ,Q,51.90,51.90,49.10,49.30,49.30,50.90,3181,821217,41177290.00,
500058,BIHAR SPONGE,XT,Q,3.04,3.04,3.04,3.04,3.04,2.90,31,50189,152574.00,
500059,BINANI IND. ,B ,Q,106.00,113.55,104.45,113.55,113.55,108.15,294,39062,4339705.00,
500060,BIRLACABLE  ,B ,Q,70.45,70.45,68.00,70.00,70.00,67.10,455,93871,6579584.00,
500067,BLUE STAR   ,A ,Q,759.70,759.70,725.00,733.05,725.00,739.20,158,3562,2647163.00,
500068,DISA INDIA  ,X ,Q,6495.00,6500.00,6124.00,6385.00,6385.00,6325.00,25,90,573762.00,
500069,BNK CAPITAL ,X ,Q,124.10,126.50,122.50,122.85,122.50,124.00,27,1078,133777.00,
500074,BPL LTD.    ,B ,Q,104.00,104.80,99.00,99.85,99.85,102.70,2241,253243,25817292.00,
500078,CAMPH.& ALL ,X ,Q,1110.00,1140.00,1110.00,1129.30,1130.00,1105.40,48,1073,1205369.00,
500083,CENTURY EXT ,B ,Q,7.25,7.40,7.00,7.27,7.34,6.98,267,155576,1127071.00,
500084,CESC LTD.   ,A ,Q,1049.95,1049.95,1014.55,1024.80,1016.00,1035.85,613,14486,14957064.00,
500085,CHAMBAL FERT,A ,Q,156.00,158.70,155.00,156.80,156.80,155.30,586,45340,7106965.00,
500086,EXIDE IND.  ,A ,Q,217.50,217.50,211.00,211.85,211.85,212.65,1485,181217,38624896.00,
500087,CIPLA LTD.  ,A ,Q,625.00,630.00,612.00,616.95,614.85,621.20,1642,100499,62540636.00,
500089,DIC INDIA   ,B ,Q,534.00,545.00,534.00,544.60,545.00,526.05,10,310,167681.00,
500092,CRISIL LTD  ,A ,Q,1990.00,2020.85,1980.30,1992.10,1999.20,1970.25,291,2619,5234143.00,
500093,CGPOWER     ,A ,Q,90.00,90.65,87.00,89.35,88.50,90.15,1224,238520,21282502.00,
500096,DABUR (I)   ,A ,Q,344.80,347.30,339.10,340.70,339.70,344.80,625,41627,14248540.00,
500097,DALMIASUG   ,B ,Q,111.05,114.00,110.00,110.35,110.00,110.85,187,14213,1586910.00,
500101,ARVIND Ltd  ,A ,Q,409.00,415.00,394.15,396.65,396.65,406.35,1692,166857,67629535.00,
500102,BALARPUR IND,B ,Q,14.55,14.80,14.30,14.35,14.35,14.55,480,232833,3385011.00,
500103,BHEL        ,A ,Q,98.80,99.15,97.25,97.60,97.60,97.60,3642,956865,94029655.00,
500104,HIND.PETRO  ,A ,Q,393.50,395.80,380.70,382.75,382.75,391.45,5781,256537,98966041.00,
500106,IFCI LTD    ,A ,Q,24.30,24.50,23.50,23.60,23.60,24.15,1791,686047,16370338.00,
500108,MAHA.TELE   ,B ,Q,23.45,24.40,22.95,23.15,23.15,23.45,974,408828,9704129.00,
500109,MRPL        ,A ,Q,118.60,121.60,118.45,119.60,119.40,118.85,1056,160955,19324950.00,
500110,CHENNAI PET.,A ,Q,380.40,385.90,379.10,380.15,380.15,379.10,645,53850,20614160.00,
500111,REL.CAP.    ,A ,Q,509.00,521.00,506.10,509.95,509.95,507.10,7112,596736,305923298.00,
500112,STATE BANK  ,A ,Q,289.00,289.40,275.80,276.80,276.80,288.50,25801,4035985,1133473178.00,
500113,STEEL AUTH. ,A ,Q,96.55,97.70,93.25,93.55,93.55,95.35,3073,1951461,184210443.00,
500114,TITAN       ,A ,Q,818.90,825.50,804.35,814.30,814.30,807.55,3079,124496,101994405.00,
500116,IDBI BANK L ,A ,Q,67.10,67.65,64.00,65.30,64.75,67.60,4426,1568193,103517658.00,
500117,DCW LTD.    ,B ,Q,37.40,38.55,37.00,38.05,38.05,36.95,799,203434,7709030.00,
500119,DHAMPUR SUGA,B ,Q,209.05,218.30,209.05,214.20,214.20,207.25,1461,111713,24045255.00,
500120,DIAMINES&CHM,X ,Q,110.60,114.30,110.60,112.85,112.80,110.60,127,9902,1119804.00,
500123,ELANTAS     ,B ,Q,2200.00,2250.00,2151.05,2165.55,2166.00,2207.75,88,465,1016550.00,
500124,DR.REDDY'S  ,A ,Q,2227.00,2227.00,2175.15,2183.10,2187.10,2200.05,1359,27777,60996091.00,
500125,E.I.D.PAR   ,A ,Q,325.30,329.25,321.00,324.05,324.05,326.00,167,5891,1916988.00,
500126,MERCK LTD   ,B ,Q,1583.50,1583.50,1488.50,1495.55,1495.55,1546.05,228,2385,3610480.00,
500128,ELEC.CASTING,B ,Q,33.45,33.85,32.60,33.50,33.60,33.45,176,52914,1774844.00,
500132,EMPEE SUGARS,X ,Q,4.67,4.90,4.45,4.83,4.83,4.67,79,12742,60736.00,
500133,ESAB INDIA  ,B ,Q,835.00,836.35,816.00,825.10,819.00,835.15,84,913,751821.00,
500135,ESSEL PROP  ,B ,Q,275.00,279.05,270.15,273.65,273.40,274.25,76,2039,557910.00,
500136,ESTER INDUS.,B ,Q,69.55,69.55,64.20,65.60,65.60,66.25,830,86433,5752614.00,
500139,FEDDERELEC  ,B ,Q,73.90,74.50,72.30,73.00,72.65,73.05,198,24094,1772370.00,
500141,FERRO ALLOYS,X ,Q,12.80,12.95,11.74,11.75,11.74,12.35,474,293560,3501455.00,
500143,P.H.CAPITAL ,X ,Q,29.75,29.75,29.75,29.75,29.75,28.35,1,5,148.00,
500144,FINOL. CABLE,A ,Q,702.90,730.30,701.50,702.00,701.60,698.05,379,7744,5507850.00,
500147,CMI FPE     ,X ,Q,1005.00,1034.00,961.25,970.80,970.00,1003.00,128,4318,4288017.00,
500148,UFLEX LTD   ,A ,Q,386.00,392.00,376.50,379.85,377.55,385.15,692,25438,9799418.00,
500150,FOSECO INDIA,B ,Q,1829.95,1830.00,1805.00,1819.70,1828.00,1813.85,50,221,402901.00,
500153,GANESH BENZO,X ,Q,93.00,93.00,84.50,85.20,85.20,89.25,883,199097,17438176.00,
500155,GARDEN SILK ,B ,Q,43.60,44.00,42.75,43.05,42.95,42.80,197,17454,755237.00,
500159,METROGLOBL  ,X ,Q,95.05,98.45,88.50,90.95,90.00,95.65,78,11364,1054448.00,
500160,GTL LTD.    ,B ,Q,14.50,14.62,14.00,14.31,14.31,14.30,236,86192,1231608.00,
500163,GODFREY PH  ,A ,Q,925.00,925.00,900.00,903.00,902.20,895.95,650,14240,13004947.00,
500164,GODREJ IND  ,A ,Q,555.00,557.85,543.40,547.65,548.00,551.95,1130,43175,23755899.00,
500165,KANSAI NERO ,A ,Q,504.75,512.00,502.35,508.75,508.25,502.25,485,15592,7896384.00,
500166,GOODRICKE   ,X ,Q,422.50,425.00,405.00,406.50,406.50,446.00,1100,50584,20841212.00,
500168,GOODYEAR (I),B ,Q,1174.65,1174.85,1151.10,1162.90,1161.85,1150.75,1259,13893,16175607.00,
500170,GTN INDUS   ,B ,Q,22.35,23.00,20.15,20.15,20.15,22.35,255,33686,723013.00,
500171,GHCL LTD    ,A ,Q,308.00,312.80,305.60,306.45,306.45,311.55,743,46844,14449199.00,
500173,GUJ.FLOURO  ,B ,Q,790.00,828.00,782.85,815.80,815.80,785.95,287,4080,3294321.00,
500179,HCL INFOSYS ,A ,Q,61.00,69.55,60.20,67.70,67.70,60.50,16133,3814310,252177834.00,
500180,HDFC BANK   ,A ,Q,1881.25,1897.95,1876.65,1884.35,1877.85,1876.55,2094,50878,96090407.00,
500182,HEROMOTOCO  ,A ,Q,3621.00,3626.90,3569.55,3599.85,3599.85,3619.35,947,10681,38442352.00,
500183,HIMACHAL FUT,A ,Q,30.70,31.40,29.65,29.90,29.90,30.60,2063,1705843,52179725.00,
500184,HSCL        ,B ,Q,170.35,178.40,170.00,173.40,172.00,168.50,2623,352091,61497829.00,
500185,HIND.CONSTN.,A ,Q,35.15,36.05,34.80,35.20,35.20,36.05,2836,1619824,57320359.00,
500186,HIND.OIL EXP,B ,Q,122.80,123.60,120.35,121.05,121.05,120.60,1329,232001,28280408.00,
500187,HSIL        ,B ,Q,427.85,443.75,425.10,434.65,434.65,422.85,434,8874,3863242.00,
500188,HINDUS.ZI   ,A ,Q,309.00,313.75,307.55,308.55,308.55,307.35,1822,120433,37423874.00,
500189,HINDUJA VENT,B ,Q,832.00,847.80,815.00,829.00,841.95,843.30,245,3435,2848366.00,
500191,HMT LTD.    ,Z ,Q,37.00,37.40,35.15,35.30,35.30,36.00,51,49147,1793620.00,
500192,PRAG BOSIMI ,XT,Q,3.24,3.33,3.24,3.33,3.33,3.41,5,800,2615.00,
500193,HOTEL LEELA.,B ,Q,23.40,23.80,22.50,22.70,22.70,23.40,412,163469,3791425.00,
500199,I.G.PETRO   ,B ,Q,785.00,785.25,736.55,746.75,744.50,771.90,483,12163,9176964.00,
500201,IND.GLYCOLS ,B ,Q,540.10,582.20,540.10,552.60,552.60,514.95,4937,208265,116964337.00,
500206,MARGO FIN   ,XT,Q,15.40,15.40,15.00,15.00,15.00,14.70,11,1144,17385.00,
500207,INDO RAMA   ,B ,Q,40.00,40.35,39.05,39.30,39.50,39.35,144,27901,1109947.00,
500209,INFOSYS LTD ,A ,Q,1104.00,1117.40,1091.70,1098.05,1098.05,1103.80,3109,192208,212671265.00,
500210,INGERSOLL   ,B ,Q,770.50,776.50,758.00,762.00,758.00,763.85,190,2017,1554129.00,
500211,INSILCO LTD.,X ,Q,26.05,28.05,26.05,27.70,27.60,26.75,101,29713,812299.00,
500213,INTER.TRAVEL,X ,Q,194.80,198.00,194.80,196.05,196.05,194.75,61,3302,649090.00,
500214,ION EXCHANGE,XT,Q,525.00,525.00,500.00,510.90,508.50,511.85,346,8405,4287670.00,
500215,AGRO TECH FO,B ,Q,677.00,677.00,650.35,652.50,652.50,669.55,284,2404,1590930.00,
500219,JAIN IRRIG  ,A ,Q,124.20,128.30,123.85,124.95,124.95,123.20,5533,2324755,294399976.00,
500220,JASCH INDUST,X ,Q,81.00,83.00,76.05,76.90,76.50,79.25,60,4439,354916.00,
500223,JCT LTD     ,X ,Q,3.77,3.92,3.65,3.79,3.79,3.71,297,376850,1437834.00,
500227,JINDAL POLYF,B ,Q,359.90,381.30,359.90,372.60,372.60,357.10,1675,73783,27703260.00,
500228,JSWSL       ,A ,Q,312.00,314.25,307.75,309.10,309.10,310.65,1935,183162,56979219.00,
500231,UMANG DAIR  ,B ,Q,99.00,105.40,98.50,99.70,99.70,98.40,1114,77999,7948630.00,
500233,KAJARIA CER.,A ,Q,612.30,615.95,598.60,602.15,600.00,608.90,956,51878,31495415.00,
500234,KAKATIYA CEM,B ,Q,317.65,317.65,303.30,306.90,309.00,311.60,263,9709,3020978.00,
500235,KALYANI STEL,B ,Q,337.50,346.00,331.05,334.20,334.20,337.55,455,20429,6962796.00,
500238,WHIRLPOOL   ,A ,Q,1510.00,1521.15,1466.40,1470.45,1470.00,1508.50,283,6013,8880803.00,
500239,KG DENIM    ,X ,Q,60.05,60.90,59.00,59.05,59.00,59.70,68,9662,575085.00,
500240,KINETIC ENG.,ST,Q,84.55,90.00,84.55,84.60,84.60,89.00,66,11792,1003737.00,
500241,KIRL.BROS.  ,B ,Q,374.95,387.50,364.10,370.85,365.15,372.80,410,10622,4007524.00,
500243,KIRL INDUS  ,B ,Q,1260.50,1270.00,1243.00,1244.15,1244.50,1260.45,14,38,47663.00,
500245,KIRL.FERROUS,B ,Q,98.60,98.60,95.15,96.00,95.15,96.85,302,27637,2680709.00,
500247,KOTAK MAH.BK,A ,Q,1057.55,1057.55,1038.05,1044.75,1038.10,1042.80,756,31615,33038748.00,
500249,KSB PUMPS   ,B ,Q,796.00,800.00,792.00,794.90,792.00,799.50,65,933,743351.00,
500250,L.G.BALKRISH,B ,Q,1030.00,1062.95,1030.00,1049.95,1040.10,1019.35,184,2184,2291351.00,
500251,TRENT LTD.  ,A ,Q,324.05,324.35,315.35,316.50,316.50,323.15,149,4348,1387882.00,
500252,LAKSHMI MACH,A ,Q,5888.65,5949.75,5864.05,5888.25,5888.25,5865.25,119,447,2638311.00,
500253,LIC HOUS.FIN,A ,Q,529.00,530.00,520.50,525.15,525.15,521.15,2067,73268,38564077.00,
500254,UTTAMVALUE  ,B ,Q,0.25,0.26,0.24,0.25,0.25,0.25,468,16199560,4056592.00,
500255,LML LTD.    ,B ,Q,10.15,10.16,9.68,10.16,10.16,9.68,569,425071,4287337.00,
500257,LUPIN LTD.  ,A ,Q,845.00,845.10,817.30,827.50,827.50,839.30,1963,83446,69501001.00,
500259,LYKA LABS   ,B ,Q,62.00,63.90,61.50,61.85,61.50,61.85,245,32749,2064853.00,
500260,RAMCOCEM    ,A ,Q,741.25,746.65,730.10,734.45,734.45,737.80,153,4724,3478218.00,
500264,MAFATLAL IND,X ,Q,298.00,309.00,292.00,305.30,305.30,300.00,39,977,294322.00,
500265,MAH.SEAMLESS,B ,Q,500.15,500.15,486.60,488.55,488.55,492.75,77,1330,656195.00,
500266,MAH.SCOOTER ,B ,Q,2475.00,2475.00,2440.00,2455.70,2442.65,2445.30,85,729,1792735.00,
500267,MAJESTIC AUT,XT,Q,177.00,181.00,176.00,176.00,176.00,178.50,9,370,65248.00,
500268,MANALI PETRO,B ,Q,39.00,39.75,38.55,38.80,38.80,38.65,836,208218,8158099.00,
500271,MFSL        ,A ,Q,535.00,535.00,515.00,518.55,515.00,521.15,353,11322,5900458.00,
500279,MIRC ELECT  ,B ,Q,55.00,55.00,51.40,52.25,52.25,56.15,1832,441341,23326268.00,
500280,CENTURY ENKA,B ,Q,338.50,338.95,330.80,332.70,332.70,334.05,64,1481,496435.00,
500284,LORDS CHLORO,XT,Q,65.75,66.05,62.05,65.95,65.95,62.95,22,2595,164381.00,
500285,SPICEJET LTD,B ,Q,150.00,154.00,143.10,145.05,145.05,148.35,16121,3586486,538146728.00,
500288,MOREPEN LAB.,B ,Q,39.50,39.55,37.30,37.65,37.45,38.90,1879,657311,25203049.00,
500290,MRF LTD.    ,A ,Q,71849.90,72554.75,71663.30,72019.95,72000.00,71525.05,464,975,70302310.00,
500292,HEIDEL CEM  ,A ,Q,163.00,165.40,160.70,161.65,161.65,161.85,465,27524,4496316.00,
500294,NCC         ,A ,Q,120.00,130.35,117.30,126.50,126.50,118.50,9402,2227662,280456322.00,
500295,VEDL        ,A ,Q,319.45,323.30,311.55,315.55,315.55,314.45,3895,657524,209740796.00,
500296,NAHAR SPG.  ,B ,Q,113.10,114.50,110.20,111.55,111.50,112.95,65,8680,971503.00,
500298,NAT.PEROXIDE,X ,Q,2352.00,2474.85,2352.00,2403.10,2400.00,2280.95,1108,14370,34565983.00,
500300,GRASIM IND. ,A ,Q,1155.00,1155.00,1118.00,1127.75,1127.75,1132.45,2429,64039,72668316.00,
500302,PEL         ,A ,Q,2695.00,2749.00,2681.65,2723.60,2725.00,2683.25,768,7757,21165135.00,
500304,NIIT LTD.   ,A ,Q,98.65,101.50,97.25,98.05,98.05,99.40,550,64961,6466381.00,
500306,JAYKAY      ,SS,Q,8.60,9.99,8.60,9.35,9.50,9.89,22,2924,26955.00,
500307,NIRLON      ,B ,Q,210.55,213.65,207.60,207.80,207.60,210.55,119,18820,3916081.00,
500312,ONGC CORPN  ,A ,Q,191.45,191.60,184.50,185.85,185.85,190.85,5423,1200311,225597894.00,
500313,OIL COUNTRY ,B ,Q,45.00,45.60,44.00,44.30,44.30,45.10,146,12988,577579.00,
500314,ORIENT HOTEL,B ,Q,57.30,57.60,55.00,55.80,55.00,56.45,227,31862,1813485.00,
500315,ORINTAL BANK,A ,Q,112.35,112.80,103.00,104.00,104.00,112.35,9042,2257054,240049860.00,
500317,OSWAL AGRO. ,T ,Q,13.60,14.39,13.60,13.91,13.95,13.80,32,9068,127440.00,
500319,INDIAN SUCRO,XT,Q,40.00,42.80,40.00,42.80,42.80,40.80,44,460390,19699597.00,
500322,PANYAM CEMEN,X ,Q,52.65,53.35,50.25,51.35,51.35,54.65,443,95403,4932496.00,
500325,RELIANCE    ,A ,Q,921.65,941.50,920.80,932.40,932.40,914.70,8212,429100,399601008.00,
500327,PILITA      ,T ,Q,16.20,16.40,15.90,16.10,16.00,16.00,66,30802,497170.00,
500330,RAYMOND     ,A ,Q,980.10,998.10,969.15,975.10,974.00,980.05,611,21799,21469440.00,
500331,PIDILITE    ,A ,Q,907.00,907.00,891.30,895.75,895.75,892.25,1012,35097,31560073.00,
500333,PIX TRANS   ,X ,Q,176.20,179.95,165.05,167.60,167.60,176.15,638,48876,8414472.00,
500335,BIRLA CORPN.,B ,Q,1000.20,1013.80,991.15,997.55,1006.00,1005.00,133,1164,1164462.00,
500336,SURYA ROSHNI,B ,Q,497.50,507.00,470.00,475.00,470.00,497.35,1491,54490,26414528.00,
500337,PRIME SECUR.,B ,Q,52.50,53.20,51.25,51.85,52.30,51.90,133,19809,1028975.00,
500338,PRISM CEMENT,B ,Q,139.40,144.50,136.30,137.95,137.95,136.30,4244,459476,64939928.00,
500339,RAIN        ,A ,Q,396.90,402.50,381.00,383.55,383.55,392.50,5711,453269,176508574.00,
500343,AMJLAND     ,B ,Q,29.05,30.00,28.20,29.30,29.30,28.50,56,9167,266807.00,
500346,PUN.COMMUNI.,X ,Q,45.95,45.95,41.75,42.15,42.15,44.50,25,2403,103183.00,
500350,RSWM  LTD   ,B ,Q,358.00,358.00,339.40,345.80,343.95,351.00,136,4291,1487769.00,
500354,RAJSH.SUGAR ,B ,Q,41.95,42.60,40.80,41.00,40.80,42.30,34,1618,67220.00,
500355,RALLIS INDIA,A ,Q,231.00,239.00,231.00,232.80,232.80,232.95,421,50810,12015961.00,
500356,RAMANEWS    ,B ,Q,30.05,30.45,28.70,28.90,28.90,30.50,102,28497,840728.00,
500357,RAMA PAPER  ,X ,Q,11.25,11.25,10.55,11.25,11.25,10.85,17,7913,87961.00,
500358,RAMA PETRO  ,XT,Q,4.67,4.67,4.67,4.67,4.67,4.45,4,1830,8546.00,
500360,RAPICUT CARB,X ,Q,75.90,79.90,75.25,79.00,79.90,73.45,183,16953,1320425.00,
500365,RMGALLOY    ,XT,Q,10.76,10.97,10.55,10.97,10.97,10.76,36,20429,224035.00,
500366,ROLTA (I)   ,B ,Q,78.85,80.10,75.15,76.15,76.15,77.40,6912,1167231,89988641.00,
500367,RUBFILA INT.,X ,Q,80.20,81.50,76.00,78.25,78.25,78.65,190,39127,3106847.00,
500368,RUCHI SOYA  ,B ,Q,17.75,18.25,17.25,17.70,17.70,17.05,527,206227,3640229.00,
500370,SALORA INT. ,B ,Q,49.70,49.70,47.50,47.50,47.50,47.95,4,425,20462.00,
500371,SAMTEL IND. ,XT,Q,2.00,2.00,2.00,2.00,2.00,2.10,1,16,32.00,
500372,SAMTEL COL  ,Z ,Q,0.91,0.91,0.91,0.91,0.91,0.95,5,15430,14041.00,
500378,JINDAL SAW  ,A ,Q,141.50,144.60,139.80,140.45,140.45,140.10,2090,435121,62035929.00,
500380,JK LAKSHMI  ,A ,Q,424.35,428.00,418.90,423.20,421.50,422.10,514,552143,233011812.00,
500387,SHREE CEMENT,A ,Q,16937.00,17014.45,16638.05,16834.80,16650.00,16937.10,174,357,6029741.00,
500388,SHREE KRISHN,XT,Q,30.50,30.55,30.50,30.55,30.55,29.10,5,1100,33580.00,
500390,REL INFRA   ,A ,Q,467.90,467.90,455.00,456.75,456.75,460.10,4185,404785,186978748.00,
500399,STEELCO GUJ.,X ,Q,9.90,9.90,9.10,9.38,9.38,9.13,41,15116,139753.00,
500400,TATA POWER  ,A ,Q,87.10,88.75,86.40,87.00,87.00,86.80,3150,683595,59723237.00,
500402,SPMLINFRA   ,B ,Q,128.00,133.00,125.00,127.45,126.55,128.80,132,4356,563604.00,
500403,SUNDARAM FAS,A ,Q,529.00,545.00,522.80,531.50,523.30,534.10,441,8148,4374783.00,
500404,SUNFLAG IRON,B ,Q,86.60,86.70,83.60,84.50,83.60,84.45,1931,361472,30759471.00,
500405,SUPREME PET ,B ,Q,366.00,370.05,355.50,358.00,358.00,369.75,162,4089,1483850.00,
500407,SWARAJ ENGIN,B ,Q,1971.00,1981.75,1951.00,1954.85,1951.00,1970.30,168,1287,2525438.00,
500408,TATA ELXSI  ,A ,Q,1013.10,1035.25,1009.15,1019.90,1019.90,1006.30,1784,39642,40624782.00,
500410,ACC LTD     ,A ,Q,1657.45,1661.20,1618.55,1625.75,1625.75,1651.10,814,16893,27619059.00,
500411,THERMAX     ,A ,Q,1202.50,1209.95,1178.50,1196.35,1209.85,1180.75,82,545,651125.00,
500412,THIRUMALAI  ,B ,Q,2190.00,2239.55,2132.30,2145.35,2145.35,2165.55,1405,21756,47543378.00,
500413,THOMAS COOK ,B ,Q,249.95,249.95,240.05,241.80,242.35,243.00,291,9739,2357973.00,
500414,TIMEX GROUP ,XT,Q,55.45,55.95,53.10,54.15,54.05,54.85,74,20133,1091624.00,
500418,TOKYO PLAST ,B ,Q,115.60,120.90,115.00,115.30,115.00,114.85,54,1838,214115.00,
500420,TORRENT PHAR,A ,Q,1431.00,1445.00,1412.90,1425.25,1439.20,1423.90,595,7239,10322332.00,
500422,TRANSCHEM   ,X ,Q,38.95,39.90,36.50,39.45,39.45,38.60,58,9783,381993.00,
500425,AMBUJA CEME ,A ,Q,257.10,258.50,253.00,254.00,254.00,257.10,527,55188,14109370.00,
500429,UNIPHOS ENT.,B ,Q,86.50,89.00,85.65,85.85,87.50,88.05,17,7648,658670.00,
500439,VARD HOLDNG ,B ,Q,4773.00,4990.00,4700.05,4720.65,4720.65,4821.25,90,368,1777108.00,
500440,HINDALCO    ,A ,Q,244.60,246.25,242.10,243.30,243.30,243.45,1161,192312,46936503.00,
500444,WEST COAS PA,B ,Q,272.00,294.05,272.00,274.15,274.15,274.30,1190,46900,13237654.00,
500449,HIND.ORG.CHM,B ,Q,26.25,27.40,25.50,25.70,26.00,26.20,250,58383,1516017.00,
500450,MPIL CORP L ,X ,Q,170.00,175.70,170.00,175.70,175.70,167.35,2,20,3457.00,
500456,PAS.ACRYLON ,X ,Q,27.10,30.65,27.00,29.70,29.70,26.80,856,588158,17178263.00,
500459,PROCTER &GAM,A ,Q,9310.00,9394.75,9245.05,9351.30,9351.30,9349.65,92,304,2825039.00,
500460,MUKAND LTD. ,B ,Q,86.00,89.20,84.85,85.65,85.00,84.05,374,61479,5320379.00,
500463,AGCNET      ,B ,Q,118.00,122.60,118.00,122.60,122.60,116.80,10,685,83518.00,
500464,UCAL FUEL   ,B ,Q,284.90,287.20,276.00,276.60,276.00,282.20,346,17126,4817087.00,
500467,HARR.MALAYAL,B ,Q,90.00,92.40,89.10,89.35,89.10,89.90,130,15175,1379214.00,
500469,FEDERAL BANK,A ,Q,95.10,96.25,94.70,95.15,95.15,95.35,1564,456811,43610954.00,
500470,TATA STEEL  ,A ,Q,718.00,720.60,705.25,708.35,708.35,712.50,6892,1244926,885213123.00,
500472,SKF INDIA   ,A ,Q,1849.30,1866.55,1792.00,1810.60,1792.05,1835.10,120,3268,6028362.00,
500477,ASHOK LEYL. ,A ,Q,134.60,138.75,133.90,137.55,137.55,133.35,7542,1785328,245199903.00,
500480,CUMMINS (I) ,A ,Q,846.95,855.70,825.15,839.70,839.95,844.20,766,16786,14148109.00,
500483,TATA COMM   ,A ,Q,656.90,665.10,643.20,655.60,650.05,649.50,1035,37235,24412676.00,
500488,ABBOTT (I)  ,B ,Q,5927.00,6059.20,5514.95,5732.70,5660.00,5927.55,595,2783,16393807.00,
500490,BAJ HOLD INV,A ,Q,2710.00,2788.80,2700.00,2723.60,2723.60,2681.55,297,1629,4466217.00,
500493,BHARAT FORGE,A ,Q,780.00,783.30,754.10,762.80,762.80,776.10,2063,107256,83074369.00,
500495,ESCORTS LTD.,A ,Q,903.50,907.55,884.95,887.15,887.15,903.25,2518,98523,88035373.00,
500500,HIND.MOTORS ,T ,Q,9.70,9.71,9.26,9.71,9.71,9.25,223,102149,989063.00,
500510,LARSEN & TOU,A ,Q,1353.05,1370.70,1338.65,1357.70,1357.70,1351.05,4643,185604,252559563.00,
500520,MAH & MAH   ,A ,Q,755.00,755.00,741.00,746.45,746.45,746.70,1727,213494,159925011.00,
500530,BOSCH LTD   ,A ,Q,19623.55,19638.20,19431.00,19503.10,19431.00,19544.25,252,719,14054780.00,
500540,PREMIER LTD ,B ,Q,31.30,31.40,30.15,30.70,30.25,31.50,67,3320,102405.00,
500547,BHARAT PET. ,A ,Q,471.90,471.90,459.05,460.30,460.30,465.60,2154,135920,62882536.00,
