SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500117,DCW LTD.    ,B ,Q,35.80,35.85,34.30,34.90,34.90,35.70,204,43077,1503805.00,
500119,DHAMPUR SUGA,B ,Q,138.70,146.35,137.10,140.95,140.95,137.20,2125,181267,25959503.00,
500120,DIAMINES&CHM,X ,Q,92.25,95.65,92.00,93.80,93.55,92.15,43,3100,291062.00,
500123,ELANTAS     ,B ,Q,2151.05,2214.00,2150.00,2185.05,2196.00,2194.95,100,1026,2251090.00,
500124,DR.REDDY'S  ,A ,Q,2122.00,2135.00,2086.00,2112.30,2112.30,2121.80,2238,36947,77908746.00,
500125,E.I.D.PAR   ,A ,Q,277.70,281.50,271.15,273.20,273.20,274.40,306,18603,5152218.00,
500126,MERCK LTD   ,B ,Q,1544.10,1571.95,1526.00,1536.45,1530.00,1526.20,332,4479,6945126.00,
500128,ELEC.CASTING,B ,Q,31.00,31.20,30.15,30.25,30.25,31.00,173,30029,915285.00,
500132,EMPEE SUGARS,XT,Q,3.12,3.12,2.84,3.01,3.00,2.98,38,25878,78751.00,
500133,ESAB INDIA  ,B ,Q,730.00,735.90,720.00,721.00,721.00,725.70,29,413,299391.00,
500135,ESSEL PROP  ,B ,Q,248.25,256.70,248.05,255.45,255.00,248.15,108,2811,708138.00,
500136,ESTER INDUS.,B ,Q,77.85,77.85,75.45,76.10,76.10,77.10,207,40772,3110338.00,
500139,FEDDERELEC  ,B ,Q,70.50,71.10,68.95,70.15,70.75,70.95,105,8749,611930.00,
500141,FERRO ALLOYS,X ,Q,6.88,7.06,6.45,6.53,6.53,6.78,666,1124151,7454654.00,
500144,FINOL. CABLE,A ,Q,700.00,706.00,680.05,688.00,690.00,698.30,382,2437,1683854.00,
500147,CMI FPE     ,X ,Q,970.05,975.00,965.00,968.80,965.00,979.20,18,257,249389.00,
500148,UFLEX LTD   ,A ,Q,358.70,360.30,345.65,347.15,347.15,356.55,470,20661,7245727.00,
500150,FOSECO INDIA,B ,Q,1787.00,1787.00,1600.00,1604.10,1600.50,1608.00,29,292,477768.00,
500151,GOLDEN TOB  ,T ,Q,64.75,64.75,64.75,64.75,64.75,61.70,16,17522,1134549.00,
500153,GANESH BENZO,X ,Q,84.40,85.00,82.80,83.25,83.25,83.35,509,146384,12228225.00,
500155,GARDEN SILK ,B ,Q,35.10,37.00,34.85,36.60,36.60,35.25,164,21740,790563.00,
500159,METROGLOBL  ,X ,Q,79.05,82.00,79.00,79.00,79.00,79.00,4,46,3640.00,
500160,GTL LTD.    ,B ,Q,12.00,12.13,11.71,11.85,11.85,11.90,70,11264,133915.00,
500163,GODFREY PH  ,A ,Q,893.45,894.00,875.50,885.35,885.35,885.50,207,2239,1978870.00,
500164,GODREJ IND  ,A ,Q,555.95,568.40,554.50,562.40,562.40,553.70,1270,47812,26925328.00,
500165,KANSAI NERO ,A ,Q,506.10,510.00,489.00,490.60,491.00,500.40,713,12023,5982598.00,
500166,GOODRICKE   ,X ,Q,342.00,350.00,342.00,345.10,345.00,345.75,123,7015,2430679.00,
500168,GOODYEAR (I),B ,Q,1217.55,1218.00,1200.00,1203.70,1203.70,1217.55,248,2397,2896170.00,
500170,GTN INDUS   ,B ,Q,14.15,14.20,14.00,14.20,14.20,14.85,9,1100,15515.00,
500171,GHCL LTD    ,A ,Q,283.35,285.00,279.60,281.55,281.80,283.10,208,10142,2854630.00,
500173,GUJ.FLOURO  ,B ,Q,818.20,822.05,811.00,812.15,811.25,824.55,136,485,394963.00,
500174,GUJ.LEASE   ,T ,Q,1.60,1.60,1.60,1.60,1.60,1.65,1,449,718.00,
500179,HCL INFOSYS ,A ,Q,54.10,54.45,52.55,52.75,52.75,53.85,1410,395388,21033815.00,
500180,HDFC BANK   ,A ,Q,1950.00,1950.00,1914.15,1919.10,1919.10,1938.50,2235,48084,92378175.00,
500182,HEROMOTOCO  ,A ,Q,3800.00,3813.00,3704.05,3720.80,3750.00,3788.30,1478,31065,115976904.00,
500183,HIMACHAL FUT,A ,Q,27.80,27.80,26.80,27.00,27.00,27.50,1193,640216,17335642.00,
500184,HSCL        ,B ,Q,150.70,151.05,148.45,148.80,148.80,148.85,894,106324,15890641.00,
500185,HIND.CONSTN.,A ,Q,25.50,25.60,25.05,25.20,25.20,25.30,785,405100,10229763.00,
500186,HIND.OIL EXP,B ,Q,125.90,125.90,121.50,122.40,122.40,124.40,1056,158398,19471331.00,
500187,HSIL        ,B ,Q,403.00,411.05,399.10,403.90,403.80,401.10,235,3411,1387383.00,
500188,HINDUS.ZI   ,A ,Q,315.30,318.00,312.65,315.30,315.30,313.55,698,75548,23798886.00,
500189,HINDUJA VENT,B ,Q,822.00,844.95,812.00,832.85,832.85,823.40,413,8048,6671766.00,
500191,HMT LTD.    ,Z ,Q,30.50,30.50,29.20,29.25,29.25,30.50,13,1664,48903.00,
500192,PRAG BOSIMI ,XT,Q,3.67,3.67,3.33,3.66,3.66,3.50,9,2771,9684.00,
500193,HOTEL LEELA.,B ,Q,18.50,19.70,17.85,18.95,19.10,18.45,1170,380078,7231061.00,
500199,I.G.PETRO   ,B ,Q,751.05,766.00,743.25,764.10,765.00,750.55,215,4312,3269028.00,
500201,IND.GLYCOLS ,B ,Q,530.10,554.00,527.65,536.10,536.10,523.65,3750,192339,104431246.00,
500207,INDO RAMA   ,B ,Q,34.50,34.70,34.00,34.30,34.60,34.25,51,10884,373870.00,
500209,INFOSYS LTD ,A ,Q,1127.00,1127.00,1105.55,1114.15,1114.15,1110.95,4287,221698,247284509.00,
500210,INGERSOLL   ,B ,Q,703.00,706.00,691.95,696.30,696.20,697.70,101,1662,1162733.00,
500211,INSILCO LTD.,X ,Q,24.95,25.05,24.30,24.65,25.00,24.90,36,7340,182030.00,
500212,INTEG.FIN.SE,XT,Q,34.40,38.00,34.40,38.00,38.00,36.20,2,200,7060.00,
500213,INTER.TRAVEL,X ,Q,192.00,192.00,190.00,191.30,190.45,191.65,32,2441,466205.00,
500214,ION EXCHANGE,XT,Q,507.00,515.00,499.50,507.90,508.00,498.10,81,10979,5575723.00,
500215,AGRO TECH FO,B ,Q,643.05,655.00,634.65,650.30,651.00,644.80,45,821,533090.00,
500219,JAIN IRRIG  ,A ,Q,113.30,114.15,111.00,113.55,113.55,112.65,1515,423090,47625692.00,
500220,JASCH INDUST,X ,Q,79.95,80.00,77.00,77.35,77.65,77.90,153,13762,1073175.00,
500223,JCT LTD     ,X ,Q,3.20,3.20,3.02,3.04,3.04,3.18,191,190153,587951.00,
500227,JINDAL POLYF,B ,Q,336.35,336.35,329.70,331.40,331.60,332.70,81,3358,1114450.00,
500228,JSWSL       ,A ,Q,311.35,314.90,307.90,311.30,311.30,309.70,2047,212618,66264753.00,
500231,UMANG DAIR  ,B ,Q,83.80,88.50,82.60,87.70,87.70,84.65,134,12905,1112875.00,
500233,KAJARIA CER.,A ,Q,567.75,569.10,551.55,557.10,559.00,565.05,608,23521,13127933.00,
500234,KAKATIYA CEM,B ,Q,269.00,279.70,269.00,272.70,272.70,268.00,193,6344,1737213.00,
500235,KALYANI STEL,B ,Q,335.00,337.60,325.00,325.35,325.00,330.90,281,10961,3615035.00,
500238,WHIRLPOOL   ,A ,Q,1552.65,1552.90,1534.05,1541.30,1550.00,1555.75,733,4603,7087914.00,
500239,KG DENIM    ,X ,Q,49.00,49.45,48.10,48.95,48.95,48.70,25,2685,130482.00,
500240,KINETIC ENG.,XT,Q,73.85,73.85,70.50,71.15,71.00,71.00,10,382,27301.00,
500241,KIRL.BROS.  ,B ,Q,324.30,324.30,320.05,320.60,320.60,322.15,29,955,306764.00,
500243,KIRL INDUS  ,B ,Q,1233.05,1233.05,1233.00,1233.00,1233.00,1246.40,2,10,12330.00,
500245,KIRL.FERROUS,B ,Q,90.10,90.50,88.40,88.75,88.75,89.80,239,42250,3760460.00,
500247,KOTAK MAH.BK,A ,Q,1123.90,1134.80,1111.00,1113.60,1111.20,1118.10,1095,36128,40408899.00,
500249,KSB PUMPS   ,B ,Q,791.00,794.00,787.00,790.00,787.05,798.35,22,277,218975.00,
500250,L.G.BALKRISH,B ,Q,1199.45,1215.15,1142.05,1168.25,1168.25,1183.40,108,1110,1309415.00,
500251,TRENT LTD.  ,A ,Q,369.50,370.70,350.80,353.40,353.40,366.65,575,23885,8538476.00,
500252,LAKSHMI MACH,A ,Q,7645.20,7645.20,7510.60,7565.50,7630.00,7565.35,334,1304,9864432.00,
500253,LIC HOUS.FIN,A ,Q,565.00,569.80,554.50,560.75,560.00,562.15,3006,59956,33613364.00,
500254,UTTAMVALUE  ,T ,Q,0.28,0.28,0.26,0.27,0.27,0.27,363,6293557,1736855.00,
500255,LML LTD.    ,B ,Q,6.83,6.83,6.70,6.70,6.70,6.75,53,23735,160068.00,
500257,LUPIN LTD.  ,A ,Q,796.25,815.00,784.10,788.95,788.95,794.20,2922,111073,88092919.00,
500259,LYKA LABS   ,B ,Q,50.45,50.45,48.60,49.80,49.35,49.95,151,17420,866548.00,
500260,RAMCOCEM    ,A ,Q,788.05,821.45,787.65,811.85,809.05,787.85,1006,22156,17971298.00,
500264,MAFATLAL IND,X ,Q,277.20,280.50,277.20,280.10,280.10,280.70,13,174,48748.00,
500265,MAH.SEAMLESS,B ,Q,469.60,469.60,461.00,462.70,462.40,465.95,45,1021,472509.00,
500266,MAH.SCOOTER ,B ,Q,2521.00,2521.30,2487.30,2492.00,2491.35,2524.55,36,6130,15277364.00,
500267,MAJESTIC AUT,XT,Q,150.00,157.70,150.00,157.70,157.70,150.20,46,28824,4544395.00,
500268,MANALI PETRO,B ,Q,35.35,35.80,35.20,35.30,35.25,35.35,180,57108,2021075.00,
500271,MFSL        ,A ,Q,460.00,462.30,453.65,456.95,457.60,455.55,250,11629,5325069.00,
500279,MIRC ELECT  ,B ,Q,52.70,53.15,51.40,51.90,52.70,52.15,765,171513,8940676.00,
500280,CENTURY ENKA,B ,Q,367.00,367.50,361.20,363.35,361.55,363.75,203,6273,2281769.00,
500284,LORDS CHLORO,XT,Q,59.65,59.65,59.65,59.65,59.65,57.00,1,57,3400.00,
500285,SPICEJET LTD,B ,Q,141.65,142.00,136.00,136.25,136.25,140.65,5884,1249608,172607570.00,
500288,MOREPEN LAB.,B ,Q,35.70,35.70,34.80,35.15,35.30,35.50,402,149323,5257061.00,
500290,MRF LTD.    ,A ,Q,77250.00,77500.00,76732.65,76986.25,76986.25,77237.25,175,269,20698157.00,
500292,HEIDEL CEM  ,A ,Q,157.80,158.60,155.20,155.95,155.95,155.35,290,24218,3806327.00,
500294,NCC         ,A ,Q,130.85,133.05,130.15,131.40,131.40,129.90,1151,280633,36948702.00,
500295,VEDL        ,A ,Q,288.00,293.30,283.00,284.30,284.30,281.35,9376,2563150,729747234.00,
500296,NAHAR SPG.  ,B ,Q,96.25,97.40,95.00,97.15,96.00,96.30,27,3273,316304.00,
500298,NAT.PEROXIDE,B ,Q,2615.00,2670.00,2585.00,2591.95,2591.95,2606.70,274,2799,7357677.00,
500300,GRASIM IND. ,A ,Q,1094.30,1094.30,1077.00,1082.10,1079.10,1079.25,374,5255,5694834.00,
500302,PEL         ,A ,Q,2638.00,2638.00,2601.00,2620.25,2620.25,2633.10,522,4996,13071283.00,
500304,NIIT LTD.   ,A ,Q,111.55,111.95,107.35,108.20,108.20,111.25,796,43493,4759651.00,
500306,JAYKAY      ,X ,Q,6.28,6.52,6.28,6.52,6.52,5.44,20,14607,94227.00,
500307,NIRLON      ,B ,Q,205.00,208.85,205.00,205.10,205.10,204.75,33,2324,478884.00,
500312,ONGC CORPN  ,A ,Q,178.40,180.75,178.20,180.10,180.00,178.40,1660,186254,33455124.00,
500313,OIL COUNTRY ,B ,Q,32.00,32.00,31.40,31.90,31.65,31.90,99,17565,560035.00,
500314,ORIENT HOTEL,B ,Q,45.25,45.25,44.50,44.90,45.10,45.00,71,9815,440541.00,
500315,ORINTAL BANK,A ,Q,101.10,102.75,99.00,101.10,101.10,100.25,1416,370999,37405159.00,
500317,OSWAL AGRO. ,T ,Q,13.15,13.45,13.15,13.16,13.16,13.31,23,7572,100989.00,
500319,INDIAN SUCRO,XT,Q,26.25,26.40,26.25,26.40,26.40,25.15,22,6884,181475.00,
500322,PANYAM CEMEN,X ,Q,45.50,45.90,44.60,45.65,45.90,45.00,27,5755,262096.00,
500325,RELIANCE    ,A ,Q,918.00,922.45,913.35,916.45,916.45,916.05,5209,518840,475899496.00,
500327,PILITA      ,T ,Q,13.25,13.70,13.11,13.11,13.11,13.21,30,8231,109677.00,
500329,PENTAMED.G  ,X ,Q,0.56,0.60,0.50,0.56,0.56,0.56,91,342517,188777.00,
500330,RAYMOND     ,A ,Q,1040.05,1048.70,1024.10,1038.40,1038.40,1034.80,1329,56516,58647690.00,
500331,PIDILITE    ,A ,Q,993.00,1009.00,983.60,997.00,997.00,988.05,1374,37232,37156536.00,
500333,PIX TRANS   ,X ,Q,140.80,145.05,139.90,141.30,141.30,143.00,98,6389,901657.00,
500335,BIRLA CORPN.,B ,Q,790.00,793.20,775.70,779.10,779.10,789.70,327,24250,18908658.00,
500336,SURYA ROSHNI,B ,Q,419.95,421.70,416.15,417.30,417.30,417.60,133,5205,2176615.00,
500337,PRIME SECUR.,B ,Q,45.75,47.00,45.50,46.65,46.65,45.85,80,14360,663412.00,
500338,PRISM CEMENT,B ,Q,114.65,119.80,114.00,118.00,118.00,114.35,927,124330,14462579.00,
500339,RAIN        ,A ,Q,382.00,383.80,374.10,375.45,375.45,375.95,2796,178048,67364231.00,
500343,AMJLAND     ,B ,Q,23.90,24.55,23.90,24.50,24.50,24.00,6,3510,86130.00,
500346,PUN.COMMUNI.,B ,Q,36.55,36.55,36.55,36.55,36.55,36.55,1,14,511.00,
500350,RSWM  LTD   ,B ,Q,339.00,343.10,332.95,334.35,333.50,345.95,84,1282,430247.00,
500354,RAJSH.SUGAR ,B ,Q,33.35,37.00,33.35,35.70,35.70,32.20,187,22656,811403.00,
500355,RALLIS INDIA,A ,Q,231.00,231.00,227.00,227.85,227.85,228.25,262,11177,2561332.00,
500356,RAMANEWS    ,B ,Q,27.25,27.80,26.70,27.30,27.15,27.15,120,22125,600201.00,
500357,RAMA PAPER  ,XT,Q,10.00,10.01,10.00,10.00,10.00,10.37,4,1100,11002.00,
500360,RAPICUT CARB,X ,Q,70.60,71.70,70.00,70.50,70.00,71.50,19,3744,265989.00,
500365,RMGALLOY    ,XT,Q,15.84,15.84,15.84,15.84,15.84,15.09,12,4826,76443.00,
500366,ROLTA (I)   ,B ,Q,62.70,62.85,61.85,61.95,61.95,62.25,458,81273,5060016.00,
500367,RUBFILA INT.,X ,Q,81.00,81.00,78.75,79.10,79.15,79.90,92,12403,996965.00,
500368,RUCHI SOYA  ,B ,Q,16.70,16.85,16.60,16.70,16.65,16.60,190,127296,2127280.00,
500370,SALORA INT. ,B ,Q,42.00,45.80,41.00,45.00,45.00,43.80,17,5070,221481.00,
500372,SAMTEL COL  ,Z ,Q,0.38,0.39,0.38,0.39,0.39,0.39,12,2220992,866176.00,
500378,JINDAL SAW  ,A ,Q,126.00,128.40,124.80,125.40,125.40,126.40,894,173828,21923289.00,
500380,JK LAKSHMI  ,A ,Q,435.20,440.25,433.70,436.95,438.00,434.95,142,2136,931206.00,
500387,SHREE CEMENT,A ,Q,17290.00,17290.00,16815.65,16980.70,16950.00,17108.35,142,260,4432399.00,
500388,SHREE KRISHN,XT,Q,28.40,28.40,28.40,28.40,28.40,29.85,2,300,8520.00,
500390,REL INFRA   ,A ,Q,455.10,466.35,454.15,462.40,462.40,451.95,3777,296388,136902433.00,
500399,STEELCO GUJ.,X ,Q,7.50,7.50,6.85,6.85,6.85,7.20,8,1833,12945.00,
500400,TATA POWER  ,A ,Q,85.10,87.60,84.10,87.10,87.10,85.05,2687,1702239,147503779.00,
500402,SPMLINFRA   ,B ,Q,107.80,123.00,107.65,109.35,108.00,103.10,371,20790,2391643.00,
500403,SUNDARAM FAS,A ,Q,594.00,598.00,583.80,587.10,587.10,595.50,295,8024,4719321.00,
500404,SUNFLAG IRON,B ,Q,88.00,88.40,85.20,85.70,86.15,87.45,689,111876,9680785.00,
500405,SUPREME PET ,B ,Q,356.10,358.55,346.80,349.95,350.00,351.65,983,10150,3552702.00,
500407,SWARAJ ENGIN,B ,Q,2030.00,2034.00,2011.15,2018.25,2029.00,2005.60,42,288,583020.00,
500408,TATA ELXSI  ,A ,Q,1041.60,1063.50,1029.90,1033.05,1033.05,1041.60,886,24555,25503491.00,
500410,ACC LTD     ,A ,Q,1544.25,1547.45,1532.05,1539.95,1539.95,1542.45,834,14690,22629205.00,
500411,THERMAX     ,A ,Q,1068.05,1156.00,1047.00,1121.45,1121.45,1075.75,1401,10095,11385350.00,
500412,THIRUMALAI  ,B ,Q,1988.00,2023.45,1970.95,1974.55,1974.55,1980.80,869,10991,21930596.00,
500413,THOMAS COOK ,B ,Q,279.80,280.00,267.50,276.20,276.20,280.15,744,29975,8291686.00,
500414,TIMEX GROUP ,XT,Q,48.80,48.80,46.50,46.95,46.85,48.00,68,60310,2877138.00,
500418,TOKYO PLAST ,B ,Q,96.10,101.00,96.10,99.45,99.50,97.90,41,142,13991.00,
500420,TORRENT PHAR,A ,Q,1308.45,1337.95,1298.00,1304.95,1301.25,1299.20,277,102058,132935328.00,
500422,TRANSCHEM   ,X ,Q,35.40,36.00,34.50,36.00,36.00,35.25,47,2242,79053.00,
500425,AMBUJA CEME ,A ,Q,238.00,238.15,234.75,235.05,235.05,236.85,426,37515,8866131.00,
500426,UTLINDS     ,XT,Q,9.00,9.00,8.55,8.55,8.55,8.60,14,10019,85669.00,
500439,VARD HOLDNG ,B ,Q,4030.05,4300.00,4030.05,4167.55,4167.55,4198.90,33,98,411105.00,
500440,HINDALCO    ,A ,Q,229.50,232.40,228.60,230.35,230.35,221.50,8443,2276949,523347947.00,
500444,WEST COAS PA,B ,Q,279.40,280.60,274.20,276.90,277.30,276.90,241,6258,1731341.00,
500449,HIND.ORG.CHM,B ,Q,26.50,26.50,25.60,25.95,26.20,26.50,169,48699,1261135.00,
500456,PAS.ACRYLON ,X ,Q,27.10,29.40,27.10,28.95,28.95,27.20,814,263494,7551189.00,
500458,KORE        ,XT,Q,3.60,3.60,3.60,3.60,3.60,3.60,1,10,36.00,
500459,PROCTER &GAM,A ,Q,9589.35,9674.95,9543.85,9588.05,9566.00,9594.00,49,78,749019.00,
500460,MUKAND LTD. ,B ,Q,67.75,68.30,65.60,66.20,66.45,67.55,81,6945,465056.00,
500463,AGCNET      ,B ,Q,107.00,113.45,107.00,111.35,107.50,109.25,9,638,69577.00,
500464,UCAL FUEL   ,B ,Q,260.20,266.00,258.00,261.10,261.10,257.55,625,21372,5579726.00,
500467,HARR.MALAYAL,B ,Q,84.00,85.40,82.55,82.80,83.00,83.65,52,3984,334500.00,
500469,FEDERAL BANK,A ,Q,101.10,101.35,96.55,97.00,97.00,98.70,3126,811846,80027242.00,
500470,TATA STEEL  ,A ,Q,591.35,603.90,591.35,601.70,601.70,586.55,8661,612509,366907761.00,
500472,SKF INDIA   ,A ,Q,1862.00,1878.75,1831.25,1865.00,1865.00,1856.05,69,422,786791.00,
500477,ASHOK LEYL. ,A ,Q,147.00,147.55,144.00,145.30,145.30,146.25,3350,946970,137430671.00,
500480,CUMMINS (I) ,A ,Q,753.40,762.85,750.85,756.45,762.00,750.00,630,13765,10441966.00,
500483,TATA COMM   ,A ,Q,662.95,664.20,643.75,653.70,653.70,660.45,567,14739,9659301.00,
500488,ABBOTT (I)  ,B ,Q,5765.00,5776.50,5670.00,5752.95,5746.70,5765.70,230,2103,12100623.00,
500490,BAJ HOLD INV,A ,Q,2650.00,2655.40,2601.60,2637.50,2626.50,2657.65,129,717,1886014.00,
500493,BHARAT FORGE,A ,Q,728.70,738.60,723.15,730.55,731.25,722.55,3405,347081,252252101.00,
500495,ESCORTS LTD.,A ,Q,911.50,911.50,884.50,886.95,886.95,904.95,4219,74986,66821803.00,
500500,HIND.MOTORS ,T ,Q,8.13,8.33,8.00,8.27,8.27,8.01,109,43691,357590.00,
500510,LARSEN & TOU,A ,Q,1330.00,1355.25,1330.00,1348.55,1348.55,1326.25,5232,260071,349683318.00,
500520,MAH & MAH   ,A ,Q,783.00,785.25,769.85,779.30,778.00,786.00,2159,67236,52227680.00,
500530,BOSCH LTD   ,A ,Q,19950.00,19996.40,19630.15,19764.80,19900.00,19966.00,192,463,9177188.00,
500540,PREMIER LTD ,B ,Q,24.00,24.50,23.50,24.15,24.00,24.50,47,2976,71526.00,
500547,BHARAT PET. ,A ,Q,450.10,454.95,439.95,450.95,454.00,449.90,2151,162289,72715099.00,
500550,SIEMENS LTD.,A ,Q,1133.00,1133.00,1108.00,1115.15,1115.15,1115.80,289,5998,6671986.00,
