SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500074,BPL LTD.    ,B ,Q,88.00,92.50,86.20,91.20,91.20,90.50,955,110241,9994798.00,
500078,CAMPH.& ALL ,X ,Q,1050.00,1139.00,1050.00,1104.80,1104.80,1090.15,72,1449,1591564.00,
500083,CENTURY EXT ,B ,Q,5.75,6.74,5.75,6.45,6.45,6.24,167,85091,538638.00,
500084,CESC LTD.   ,A ,Q,974.30,1016.20,970.00,1005.95,1005.00,992.15,1232,18515,18508709.00,
500085,CHAMBAL FERT,A ,Q,151.00,157.15,148.60,154.95,154.95,155.95,1035,71556,11049303.00,
500086,EXIDE IND.  ,A ,Q,205.00,211.90,204.15,208.30,208.30,210.15,925,103816,21731206.00,
500087,CIPLA LTD.  ,A ,Q,597.00,627.45,595.00,621.90,621.90,613.70,3122,343613,209989175.00,
500089,DIC INDIA   ,B ,Q,525.10,528.00,516.05,521.65,516.05,537.20,4,100,52166.00,
500092,CRISIL LTD  ,A ,Q,1949.55,1979.95,1930.05,1946.40,1979.95,1985.30,71,351,682732.00,
500093,CGPOWER     ,A ,Q,87.00,89.00,86.20,88.45,88.45,88.40,414,95233,8367082.00,
500096,DABUR (I)   ,A ,Q,336.00,343.35,335.40,339.90,339.10,339.45,335,14737,5004390.00,
500097,DALMIASUG   ,B ,Q,105.00,112.00,104.00,110.05,110.90,106.15,519,42119,4622664.00,
500101,ARVIND Ltd  ,A ,Q,396.50,402.00,393.50,398.55,398.55,402.45,1351,129750,51599036.00,
500102,BALARPUR IND,B ,Q,15.00,15.45,14.80,15.25,15.25,15.45,362,219306,3326053.00,
500103,BHEL        ,A ,Q,93.00,95.30,92.00,94.60,94.60,95.45,4599,864810,81682481.00,
500104,HIND.PETRO  ,A ,Q,396.00,404.50,386.00,395.15,395.15,400.50,7951,758195,299665603.00,
500106,IFCI LTD    ,A ,Q,22.70,23.75,22.55,23.40,23.40,23.35,3055,977322,22649398.00,
500108,MAHA.TELE   ,B ,Q,22.55,22.90,22.00,22.50,22.50,22.95,944,421230,9466061.00,
500109,MRPL        ,A ,Q,115.15,120.50,115.15,118.45,118.45,118.20,876,131860,15543250.00,
500110,CHENNAI PET.,A ,Q,373.65,377.85,360.75,376.35,376.35,373.85,1578,113878,42458176.00,
500111,REL.CAP.    ,A ,Q,459.00,500.00,445.00,493.65,493.65,470.10,17795,1510175,723316916.00,
500112,STATE BANK  ,A ,Q,297.95,300.55,295.05,296.40,296.40,301.45,11369,1480654,440886095.00,
500113,STEEL AUTH. ,A ,Q,85.40,94.40,84.40,93.95,93.95,86.10,13742,4520951,412146416.00,
500114,TITAN       ,A ,Q,791.00,804.00,784.50,797.30,797.30,800.65,2019,85838,68316069.00,
500116,IDBI BANK L ,A ,Q,59.45,63.90,59.00,62.80,62.80,61.45,2760,942309,58222153.00,
500117,DCW LTD.    ,B ,Q,39.00,40.30,37.50,37.90,37.90,39.45,679,213931,8271967.00,
500119,DHAMPUR SUGA,B ,Q,190.80,211.45,189.35,204.45,204.45,193.80,3196,226427,46557632.00,
500120,DIAMINES&CHM,X ,Q,102.55,112.00,102.55,106.95,107.00,110.35,111,9399,1016161.00,
500123,ELANTAS     ,B ,Q,2055.00,2244.95,2055.00,2142.45,2142.45,2157.50,125,742,1599390.00,
500124,DR.REDDY'S  ,A ,Q,2155.00,2209.50,2134.50,2194.80,2194.80,2178.95,2339,49074,107201156.00,
500125,E.I.D.PAR   ,A ,Q,319.20,334.05,319.20,325.20,324.05,325.40,165,9554,3121890.00,
500126,MERCK LTD   ,B ,Q,1430.10,1525.75,1430.10,1511.85,1519.50,1475.30,241,2285,3409750.00,
500128,ELEC.CASTING,B ,Q,31.40,34.65,31.25,34.00,33.85,32.70,639,127236,4213208.00,
500132,EMPEE SUGARS,X ,Q,4.62,4.72,4.42,4.71,4.71,4.51,34,14630,68451.00,
500133,ESAB INDIA  ,B ,Q,802.00,825.25,801.00,821.70,815.10,821.55,72,439,356630.00,
500135,ESSEL PROP  ,B ,Q,274.90,288.00,265.60,279.20,276.20,275.35,102,2937,820244.00,
500136,ESTER INDUS.,B ,Q,63.70,66.20,60.00,66.20,66.20,63.05,908,184934,12000893.00,
500139,FEDDERELEC  ,B ,Q,69.00,71.90,69.00,71.40,71.40,71.90,185,18800,1333968.00,
500141,FERRO ALLOYS,X ,Q,12.95,12.95,12.95,12.95,12.95,12.34,134,189681,2456368.00,
500144,FINOL. CABLE,A ,Q,652.70,675.90,652.65,670.15,670.00,675.90,230,2320,1548019.00,
500147,CMI FPE     ,X ,Q,1051.00,1134.80,1001.00,1017.30,1017.30,1136.55,421,8744,9126667.00,
500148,UFLEX LTD   ,A ,Q,370.75,390.50,370.75,388.50,388.50,379.00,927,34438,13217190.00,
500150,FOSECO INDIA,B ,Q,1640.00,1869.10,1618.00,1821.20,1802.00,1659.90,187,794,1384480.00,
500153,GANESH BENZO,X ,Q,81.20,84.50,79.80,83.70,83.70,83.90,808,123017,10008918.00,
500155,GARDEN SILK ,B ,Q,38.00,43.45,38.00,41.60,41.60,39.15,423,45858,1889960.00,
500159,METROGLOBL  ,X ,Q,89.80,89.80,83.25,87.45,88.00,85.40,19,1741,149033.00,
500160,GTL LTD.    ,B ,Q,13.70,13.79,13.07,13.61,13.54,13.75,86,35630,483786.00,
500163,GODFREY PH  ,A ,Q,850.00,871.55,840.10,860.95,864.30,857.65,1072,17980,15429747.00,
500164,GODREJ IND  ,A ,Q,544.00,552.90,540.00,549.90,551.25,552.20,477,14177,7760074.00,
500165,KANSAI NERO ,A ,Q,497.15,506.45,495.05,503.85,505.95,502.25,182,3114,1553562.00,
500166,GOODRICKE   ,X ,Q,439.00,442.50,433.05,439.60,439.60,444.00,153,7721,3398239.00,
500168,GOODYEAR (I),B ,Q,1050.40,1107.00,1046.05,1100.20,1100.20,1086.80,575,8533,9255261.00,
500170,GTN INDUS   ,B ,Q,17.60,19.10,17.40,19.05,18.95,18.45,60,14121,263192.00,
500171,GHCL LTD    ,A ,Q,304.90,312.30,301.60,306.15,306.15,312.35,1177,86847,26673746.00,
500173,GUJ.FLOURO  ,B ,Q,748.25,782.00,748.25,774.20,779.15,779.45,221,4070,3119277.00,
500179,HCL INFOSYS ,A ,Q,54.10,57.95,53.50,57.60,57.60,55.40,2332,561433,31408227.00,
500180,HDFC BANK   ,A ,Q,1855.00,1864.95,1846.00,1852.60,1852.60,1880.05,3065,98569,182747568.00,
500182,HEROMOTOCO  ,A ,Q,3546.00,3577.00,3533.00,3546.05,3546.05,3585.25,1949,9532,33871347.00,
500183,HIMACHAL FUT,A ,Q,27.45,31.55,26.85,30.70,30.70,28.40,8131,5163055,152460033.00,
500184,HSCL        ,B ,Q,158.10,166.35,154.95,164.55,164.55,162.15,2275,326417,52817668.00,
500185,HIND.CONSTN.,A ,Q,34.00,35.40,33.80,35.10,35.10,35.10,2424,1356580,47173049.00,
500186,HIND.OIL EXP,B ,Q,118.00,120.90,116.15,119.10,119.10,121.30,1531,284151,33708845.00,
500187,HSIL        ,B ,Q,419.00,434.95,412.70,420.60,420.60,424.20,240,4846,2038127.00,
500188,HINDUS.ZI   ,A ,Q,283.00,311.50,281.00,303.85,303.85,288.20,6881,374077,112696417.00,
500189,HINDUJA VENT,B ,Q,675.40,825.00,648.00,787.75,787.75,692.10,548,12952,9852413.00,
500191,HMT LTD.    ,Z ,Q,34.00,36.50,34.00,35.05,34.20,35.10,53,6060,212392.00,
500192,PRAG BOSIMI ,XT,Q,3.37,3.40,3.37,3.40,3.40,3.54,4,650,2196.00,
500193,HOTEL LEELA.,B ,Q,19.65,23.80,19.60,23.80,23.80,19.85,1772,748682,16962967.00,
500199,I.G.PETRO   ,B ,Q,689.50,759.00,663.00,747.95,747.95,698.85,1168,17219,12378984.00,
500201,IND.GLYCOLS ,B ,Q,474.00,501.50,461.00,492.55,492.55,488.70,2663,134605,65725199.00,
500206,MARGO FIN   ,XT,Q,14.00,14.00,14.00,14.00,14.00,13.95,1,200,2800.00,
500207,INDO RAMA   ,B ,Q,36.00,38.50,36.00,37.95,38.00,38.60,85,11255,425299.00,
500209,INFOSYS LTD ,A ,Q,1124.90,1124.90,1107.20,1111.80,1111.80,1134.55,3335,135912,151390234.00,
500210,INGERSOLL   ,B ,Q,734.00,747.95,725.00,743.25,743.25,742.55,215,17066,12403800.00,
500211,INSILCO LTD.,X ,Q,25.85,26.60,25.35,26.25,26.25,26.50,33,8743,227258.00,
500213,INTER.TRAVEL,X ,Q,205.25,211.00,196.00,201.75,201.75,207.20,236,17722,3598694.00,
500214,ION EXCHANGE,XT,Q,529.50,529.50,500.50,509.15,514.50,517.20,276,5720,2918681.00,
500215,AGRO TECH FO,B ,Q,651.00,651.00,637.00,645.10,645.45,644.40,61,550,353076.00,
500219,JAIN IRRIG  ,A ,Q,111.95,121.45,110.20,118.40,118.40,115.05,9589,1769230,206031995.00,
500220,JASCH INDUST,X ,Q,70.00,73.90,68.55,73.35,73.25,68.75,79,19149,1335370.00,
500223,JCT LTD     ,X ,Q,3.67,3.67,3.52,3.59,3.56,3.67,194,180913,646301.00,
500227,JINDAL POLYF,B ,Q,330.00,352.15,330.00,345.80,347.90,344.15,367,8389,2877946.00,
500228,JSWSL       ,A ,Q,298.00,312.00,295.15,309.10,309.10,304.65,3983,478724,146067443.00,
500231,UMANG DAIR  ,B ,Q,86.00,95.00,85.15,89.80,89.80,89.45,411,26459,2395399.00,
500233,KAJARIA CER.,A ,Q,600.00,619.75,595.05,614.85,614.85,606.50,507,14527,8879254.00,
500234,KAKATIYA CEM,B ,Q,305.20,318.25,304.65,313.75,313.65,314.85,262,7228,2247597.00,
500235,KALYANI STEL,B ,Q,318.00,331.65,309.45,328.80,328.80,319.65,911,29988,9733943.00,
500238,WHIRLPOOL   ,A ,Q,1428.00,1550.00,1428.00,1534.40,1547.90,1451.40,363,5960,8725737.00,
500239,KG DENIM    ,X ,Q,60.00,61.45,58.10,60.90,61.45,60.00,57,6740,409017.00,
500240,KINETIC ENG.,ST,Q,82.95,88.55,80.75,88.50,85.00,84.35,87,31408,2727293.00,
500241,KIRL.BROS.  ,B ,Q,347.50,361.55,342.55,358.50,359.90,354.65,250,6326,2246706.00,
500243,KIRL INDUS  ,B ,Q,1250.00,1250.00,1232.00,1234.00,1234.00,1244.00,8,32,39646.00,
500245,KIRL.FERROUS,B ,Q,92.50,95.90,92.50,94.00,94.00,95.05,601,71010,6680849.00,
500247,KOTAK MAH.BK,A ,Q,1040.55,1044.95,1028.85,1032.60,1031.00,1050.00,877,28172,29169579.00,
500249,KSB PUMPS   ,B ,Q,783.75,792.75,774.65,783.80,775.00,795.30,57,546,425866.00,
500250,L.G.BALKRISH,B ,Q,950.00,969.50,938.80,966.90,967.00,959.50,78,927,891463.00,
500251,TRENT LTD.  ,A ,Q,314.40,324.50,309.25,317.20,320.00,315.80,428,13168,4158133.00,
500252,LAKSHMI MACH,A ,Q,5600.00,5774.70,5550.00,5745.90,5770.00,5728.40,114,236,1351001.00,
500253,LIC HOUS.FIN,A ,Q,503.50,516.00,503.50,511.30,511.30,515.25,1283,84715,43337082.00,
500254,UTTAMVALUE  ,B ,Q,0.26,0.27,0.25,0.25,0.25,0.26,714,24766143,6341768.00,
500255,LML LTD.    ,B ,Q,8.85,9.22,8.85,9.22,9.22,8.79,93,84304,775779.00,
500257,LUPIN LTD.  ,A ,Q,805.00,829.00,800.00,820.90,820.90,814.45,5578,157746,129254632.00,
500259,LYKA LABS   ,B ,Q,58.40,61.50,57.10,60.10,60.10,60.85,327,28289,1694736.00,
500260,RAMCOCEM    ,A ,Q,720.00,720.75,707.05,711.80,712.85,727.05,241,6694,4776525.00,
500264,MAFATLAL IND,X ,Q,292.00,304.25,292.00,304.10,304.00,295.10,10,87,25977.00,
500265,MAH.SEAMLESS,B ,Q,499.00,500.20,490.05,492.05,492.05,504.45,157,5876,2905077.00,
500266,MAH.SCOOTER ,B ,Q,2500.00,2500.00,2451.10,2456.05,2451.25,2556.65,102,1290,3178726.00,
500267,MAJESTIC AUT,XT,Q,174.00,178.00,174.00,175.25,175.30,174.95,46,10987,1925213.00,
500268,MANALI PETRO,B ,Q,36.15,38.40,36.15,37.70,37.70,38.10,644,206486,7803612.00,
500271,MFSL        ,A ,Q,510.00,535.00,510.00,527.60,527.60,518.55,974,40421,21281734.00,
500279,MIRC ELECT  ,B ,Q,47.50,56.30,47.50,56.00,56.30,51.20,1647,383836,20691821.00,
500280,CENTURY ENKA,B ,Q,329.65,334.85,329.05,330.40,333.70,335.05,259,9282,3070852.00,
500284,LORDS CHLORO,XT,Q,63.20,63.20,62.60,62.65,62.70,60.45,3,125,7845.00,
500285,SPICEJET LTD,B ,Q,136.10,144.00,135.00,141.65,141.65,140.25,17230,3431940,485796774.00,
500288,MOREPEN LAB.,B ,Q,35.60,40.65,35.60,38.95,38.95,38.00,5109,2043634,79232980.00,
500290,MRF LTD.    ,A ,Q,69000.00,70431.90,69000.00,69826.60,69826.60,70318.95,470,735,51356450.00,XD
500292,HEIDEL CEM  ,A ,Q,157.00,165.75,152.45,162.10,162.10,160.95,1663,100479,16244458.00,
500294,NCC         ,A ,Q,110.90,115.35,108.50,114.35,114.65,113.70,1915,344722,39085419.00,
500295,VEDL        ,A ,Q,305.35,320.00,305.00,316.00,316.00,313.55,5509,723612,227158207.00,
500296,NAHAR SPG.  ,B ,Q,112.00,119.50,112.00,116.75,116.55,115.80,162,21350,2469650.00,
500298,NAT.PEROXIDE,X ,Q,2050.00,2195.00,1971.15,2176.00,2180.00,2084.25,246,2882,6055084.00,
500300,GRASIM IND. ,A ,Q,1108.00,1119.20,1075.10,1109.25,1111.95,1109.75,1610,65608,72275699.00,
500302,PEL         ,A ,Q,2655.00,2673.95,2622.10,2640.25,2628.50,2706.85,926,11520,30462274.00,
500304,NIIT LTD.   ,A ,Q,95.00,97.40,93.80,96.85,97.05,98.45,408,63558,6140054.00,
500306,JAYKAY      ,X ,Q,9.75,10.00,8.80,9.09,9.00,9.75,51,15250,146174.00,
500307,NIRLON      ,B ,Q,220.00,230.00,215.00,216.45,215.00,223.55,107,8965,1998485.00,
500312,ONGC CORPN  ,A ,Q,188.00,190.15,184.90,187.75,187.75,188.55,4829,689570,129263401.00,
500313,OIL COUNTRY ,B ,Q,44.30,45.50,43.00,45.05,45.05,46.45,148,16035,712238.00,
500314,ORIENT HOTEL,B ,Q,51.40,56.95,50.10,55.40,55.40,52.60,493,120612,6553971.00,
500315,ORINTAL BANK,A ,Q,108.80,111.20,107.45,110.15,110.15,110.05,978,205926,22616301.00,
500317,OSWAL AGRO. ,T ,Q,13.99,14.20,13.06,14.15,14.15,13.65,29,5912,82255.00,
500319,INDIAN SUCRO,XT,Q,41.90,41.90,38.10,39.50,39.50,40.05,26,3559,136729.00,
500322,PANYAM CEMEN,X ,Q,55.50,55.50,53.25,54.00,54.00,55.25,144,30790,1668830.00,
500325,RELIANCE    ,A ,Q,891.95,902.25,886.50,897.95,897.95,903.60,5784,402311,360426080.00,
500327,PILITA      ,T ,Q,16.00,16.00,15.60,15.90,15.95,15.80,60,14387,228168.00,
500330,RAYMOND     ,A ,Q,937.00,971.55,934.30,965.40,965.40,968.70,1044,40539,38764373.00,
500331,PIDILITE    ,A ,Q,874.50,884.00,866.00,877.65,878.00,884.90,1295,35532,31164850.00,
500333,PIX TRANS   ,X ,Q,180.00,196.00,171.00,194.15,194.15,187.60,689,51606,9908396.00,
500335,BIRLA CORPN.,B ,Q,989.25,1025.00,980.00,1002.35,998.00,1011.60,259,1911,1924128.00,
500336,SURYA ROSHNI,B ,Q,450.10,522.35,450.10,490.95,490.95,467.25,10258,392062,195693981.00,
500337,PRIME SECUR.,B ,Q,49.80,52.80,48.90,51.60,51.70,50.70,306,42827,2184385.00,
500338,PRISM CEMENT,B ,Q,128.00,136.05,127.70,133.00,133.00,133.70,3686,290762,38900408.00,
500339,RAIN        ,A ,Q,360.00,396.45,360.00,391.65,391.65,383.40,10452,820996,318708256.00,
500343,AMJLAND     ,B ,Q,26.00,27.50,25.00,25.90,25.90,25.25,18,1706,45345.00,
500346,PUN.COMMUNI.,X ,Q,39.85,40.00,39.85,40.00,40.00,39.00,3,200,7980.00,
500350,RSWM  LTD   ,B ,Q,345.00,347.70,334.00,347.05,347.05,349.75,60,1146,395182.00,
500354,RAJSH.SUGAR ,B ,Q,38.95,42.95,38.95,41.95,41.95,40.05,146,7099,295705.00,
500355,RALLIS INDIA,A ,Q,230.55,233.50,226.60,229.25,229.25,232.60,469,33033,7559552.00,
500356,RAMANEWS    ,B ,Q,29.15,30.40,28.90,30.00,29.85,30.50,211,35658,1068553.00,
500360,RAPICUT CARB,X ,Q,71.45,72.85,68.65,70.20,70.15,71.60,64,6304,449322.00,
500365,RMGALLOY    ,XT,Q,10.15,10.55,10.15,10.55,10.55,10.35,49,163455,1671871.00,
500366,ROLTA (I)   ,B ,Q,64.90,69.25,63.00,68.45,68.45,66.60,3336,547068,36575217.00,
500367,RUBFILA INT.,X ,Q,76.50,78.40,76.00,76.35,76.35,77.50,183,36380,2797979.00,
500368,RUCHI SOYA  ,B ,Q,15.80,17.40,15.75,16.50,16.50,16.50,759,168955,2758861.00,
500370,SALORA INT. ,B ,Q,46.75,49.45,46.75,49.45,49.45,48.65,4,27,1318.00,
500372,SAMTEL COL  ,Z ,Q,0.99,0.99,0.99,0.99,0.99,1.04,10,9122,9030.00,
500378,JINDAL SAW  ,A ,Q,131.00,136.70,126.75,134.20,134.20,134.90,2555,359879,47999362.00,
500380,JK LAKSHMI  ,A ,Q,415.00,426.60,402.00,415.15,413.00,417.90,226,7317,3061568.00,
500387,SHREE CEMENT,A ,Q,16801.00,17125.85,16693.80,16971.15,16971.15,16983.40,199,448,7591456.00,
500390,REL INFRA   ,A ,Q,430.05,461.70,427.55,451.95,451.95,443.70,5991,488424,218631779.00,
500399,STEELCO GUJ.,X ,Q,9.45,10.00,8.00,8.98,8.98,9.20,46,9755,91707.00,
500400,TATA POWER  ,A ,Q,83.50,85.90,82.80,85.10,85.10,85.10,2157,400281,33884365.00,
500402,SPMLINFRA   ,B ,Q,115.50,129.90,115.50,127.80,128.75,122.20,219,8124,1026939.00,
500403,SUNDARAM FAS,A ,Q,520.00,537.95,510.05,527.95,527.95,522.65,427,8023,4189901.00,
500404,SUNFLAG IRON,B ,Q,68.55,77.40,68.55,76.35,76.35,74.65,1359,342858,25845880.00,
500405,SUPREME PET ,B ,Q,357.60,370.00,354.45,368.25,370.00,363.60,98,2603,945711.00,
500407,SWARAJ ENGIN,B ,Q,1957.50,1985.50,1925.80,1974.50,1965.00,1999.50,93,688,1353387.00,
500408,TATA ELXSI  ,A ,Q,960.00,1008.40,960.00,999.85,999.85,994.75,1236,217518,215030795.00,
500410,ACC LTD     ,A ,Q,1667.00,1684.00,1655.00,1659.40,1659.40,1692.30,1764,27152,45289690.00,
500411,THERMAX     ,A ,Q,1192.00,1203.95,1175.75,1187.20,1187.20,1197.95,92,434,517645.00,
500412,THIRUMALAI  ,B ,Q,1955.00,2076.70,1916.40,2062.35,2062.35,1997.20,2382,39306,78824925.00,
500413,THOMAS COOK ,B ,Q,240.00,240.00,231.60,237.95,237.95,237.75,269,7933,1883165.00,
500414,TIMEX GROUP ,XT,Q,54.00,54.25,52.00,53.70,53.10,54.45,78,19941,1060073.00,
500418,TOKYO PLAST ,B ,Q,111.20,112.95,109.00,110.25,109.35,114.00,97,6227,686473.00,
500420,TORRENT PHAR,A ,Q,1352.00,1447.10,1335.00,1430.90,1430.90,1372.05,3068,15922,22142428.00,
500422,TRANSCHEM   ,X ,Q,37.90,37.90,35.00,36.70,36.75,36.00,24,667,23663.00,
500425,AMBUJA CEME ,A ,Q,256.80,262.00,255.35,258.50,258.50,261.65,1086,103283,26726524.00,
500426,UTLINDS     ,XT,Q,7.01,7.01,7.01,7.01,7.01,7.37,2,30,210.00,
500429,UNIPHOS ENT.,B ,Q,86.00,88.65,83.10,84.80,87.00,88.50,26,7358,622035.00,
500439,VARD HOLDNG ,B ,Q,4350.05,4799.95,4350.05,4771.50,4733.00,4730.60,30,84,393870.00,
500440,HINDALCO    ,A ,Q,239.00,245.10,238.00,243.25,243.25,245.60,2965,636668,154594345.00,
500444,WEST COAS PA,B ,Q,265.00,278.95,265.00,270.75,273.00,279.45,844,31118,8424105.00,
500449,HIND.ORG.CHM,B ,Q,25.05,27.00,24.80,26.00,26.00,26.00,331,73359,1915490.00,
500450,MPIL CORP L ,X ,Q,159.40,159.40,159.40,159.40,159.40,167.70,2,25,3985.00,
500456,PAS.ACRYLON ,X ,Q,25.50,26.70,25.00,26.30,26.30,25.70,138,46782,1217699.00,
500459,PROCTER &GAM,A ,Q,9270.00,9374.00,9251.00,9286.20,9313.00,9283.55,56,6978,64724467.00,
500460,MUKAND LTD. ,B ,Q,75.95,82.00,75.90,81.00,81.00,79.15,165,16054,1286147.00,
500463,AGCNET      ,B ,Q,113.15,113.15,112.50,112.60,112.50,112.35,11,1000,112785.00,
500464,UCAL FUEL   ,B ,Q,274.00,281.80,265.00,276.70,276.70,277.55,708,35446,9746608.00,
500467,HARR.MALAYAL,B ,Q,82.35,89.35,82.30,88.55,88.55,85.10,164,15502,1364910.00,
500469,FEDERAL BANK,A ,Q,93.80,97.55,92.00,95.35,95.35,94.70,1773,453415,42765004.00,
500470,TATA STEEL  ,A ,Q,665.40,688.35,661.00,683.65,683.65,671.35,14119,1148843,782829405.00,
500472,SKF INDIA   ,A ,Q,1710.05,1805.00,1710.00,1781.65,1793.00,1724.55,327,4759,8403645.00,
500477,ASHOK LEYL. ,A ,Q,131.50,135.60,131.00,134.30,134.30,134.15,5718,1592505,213358438.00,
500480,CUMMINS (I) ,A ,Q,840.00,840.00,817.80,825.70,825.70,840.25,572,10500,8682526.00,
500483,TATA COMM   ,A ,Q,599.25,641.40,599.25,638.60,638.60,619.95,1433,53712,33668847.00,
500488,ABBOTT (I)  ,B ,Q,5460.05,5620.00,5445.00,5589.30,5445.00,5462.65,131,419,2327959.00,
500490,BAJ HOLD INV,A ,Q,2655.70,2756.90,2637.00,2673.80,2673.80,2701.30,365,3206,8631223.00,
500493,BHARAT FORGE,A ,Q,755.00,776.00,748.05,761.90,761.90,760.70,5523,257002,196693543.00,
500495,ESCORTS LTD.,A ,Q,885.70,915.15,876.85,912.05,912.05,906.85,3704,210826,191440305.00,
500500,HIND.MOTORS ,T ,Q,8.50,8.95,8.50,8.82,8.80,8.64,158,64868,565830.00,
500510,LARSEN & TOU,A ,Q,1329.70,1342.35,1320.15,1329.35,1329.35,1347.25,4984,474127,629608176.00,
500520,MAH & MAH   ,A ,Q,748.00,753.50,742.10,749.95,749.95,753.75,4610,675633,506585476.00,
500530,BOSCH LTD   ,A ,Q,19401.00,19950.00,19350.00,19529.20,19529.20,19596.15,917,3588,69852688.00,
500540,PREMIER LTD ,B ,Q,29.90,30.50,29.15,29.45,29.25,30.15,66,2285,67582.00,
500547,BHARAT PET. ,A ,Q,477.95,484.00,469.40,474.85,474.85,478.30,6973,179711,85171163.00,
500550,SIEMENS LTD.,A ,Q,1202.00,1240.00,1202.00,1232.85,1232.85,1227.20,646,16967,20739850.00,
500570,TATA MOTORS ,A ,Q,370.00,373.10,368.50,369.20,369.20,374.85,9129,614888,227681439.00,
500575,VOLTAS LTD  ,A ,Q,600.00,600.00,582.55,593.30,593.30,599.65,1305,61943,36691510.00,
500620,GREAT EASTE ,A ,Q,385.00,396.05,385.00,394.15,393.90,388.95,168,4304,1673811.00,
